# E-Graph Variants - Generated Training Data
# Format: name|seed_idx|variant_idx|node_count|depth|cost|features...
#
eg0053v1|53|1|12|5|20|45056,24832,33025,43522,27396,49667,47884,27672,25625,37645,25626,25358,0,57344,2304,51712,8449,6660,51976,49929,61957,49930,49670,14336,63744,30720,40960,39168,18944,16897,28929,16898,16642,10240,55552,53505,30720,0,53248,41216,0,0
eg0054v0|54|0|17|6|36|14336,4352,4608,768,1024,64768,62721,19457,64770,62723,4865,17410,62724,62725,62467,6657,64258,62211,57344,57600,53760,54016,52224,50177,6913,52226,50179,57857,4866,50180,50181,49923,59649,51714,49667,57344,53504,53760,51968,49921,6657,51970,49923,57601,4610,49924,49925,49667,61440,61696,59904,57857,14593,59906,57859,61440,59648,57601,30720,0,10240,55552,53505,30720,0,57344,4352,49664,49665,49409,45056,24832,24833,0,0,0,22528,14592,12545,30720,0
eg0055v0|55|0|7|4|14|10240,6400,55808,61697,55810,64003,56070,54023,14336,63744,30720,57344,51456,59649,51714,49667,30720,22528,14592,12545,30720,0
eg0055v1|55|1|7|4|14|10240,61696,55808,64001,56066,54019,6401,55810,57344,51456,59649,51714,49667,30720,22528,14592,12545,30720,0,14336,63744,30720
eg0057v0|57|0|6|5|36|18432,12544,18944,17152,5120,6657,57344,63744,61952,49920,51457,18432,16640,4608,53248,41216,0,30720
eg0058v0|58|0|26|7|60|10240,61696,61952,11008,5120,54528,7169,54530,64257,56322,11267,7430,54796,54535,64001,56066,60163,5126,9484,54808,54809,9223,11534,56860,56861,54543,4353,55810,57344,57600,6656,768,50176,2817,50178,59905,51970,6915,3078,50444,50183,59649,51714,55811,774,5132,50456,50457,4871,7182,52508,52509,50191,57344,6400,512,49920,2561,49922,59649,51714,6659,2822,50188,49927,10240,4352,53760,6401,53762,49152,33024,0,14336,61696,0,22528,14592,35073,31234,13060,12803,30720,10240,6400,53760,53505,14336,61696,0,0,22528,14592,18689,29186,33540,13320,13321,33283,35590,15372,15373,13063,30720,26624,37120,41472,21248,21249,41217,43522,23300,23301,20995,49152,53504,33280,33281,45056,24832,24833,0,0,45056,47360,27136,27137,24833,10240,55552,55553,30720,30720,0,49152,35072,30720
eg0058v1|58|1|26|7|60|10240,4352,55808,61697,61954,11012,5128,54544,7177,54546,64261,56330,11275,7446,54828,54551,64003,56070,60167,5134,9500,54840,54841,9231,11550,56892,56893,54559,49152,35072,30720,57344,57600,6656,768,50176,2817,50178,59905,51970,6915,3078,50444,50183,59649,51714,55811,774,5132,50456,50457,4871,7182,52508,52509,50191,57344,6400,512,49920,2561,49922,59649,51714,6659,2822,50188,49927,10240,4352,53760,6401,53762,49152,33024,0,14336,61696,0,22528,14592,35073,31234,13060,12803,30720,10240,6400,53760,53505,14336,61696,0,0,22528,14592,18689,29186,33540,13320,13321,33283,35590,15372,15373,13063,30720,26624,37120,41472,21248,21249,41217,43522,23300,23301,20995,49152,53504,33280,33281,45056,24832,24833,0,0,45056,47360,27136,27137,24833,10240,55552,55553,30720,30720,0
eg0059v0|59|0|11|7|27|49152,49408,55808,33536,41729,41986,34052,44293,36362,34315,46083,34054,49152,55552,33280,41473,41730,33796,44037,36106,34059,45827,33798,10240,53504,61697,61954,54020,64261,56330,54283,515,54022,0,57344,57600,49664,59905,51970,49923,61697,49666,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,53248,41216,0
eg0060v0|60|0|17|6|50|45056,33024,33280,47872,33792,25856,25857,39937,25858,29441,25602,48131,25862,27911,35329,27394,25347,24833,57344,57600,6656,58112,50176,50177,64257,50178,53761,49922,6915,50182,52231,59649,51714,49667,57344,6400,57856,49920,49921,64001,49922,53505,49666,6659,49926,51975,10240,61696,53760,53761,2305,53762,57344,49408,49409,0,0,18432,4352,0,61440,57600,14593,57858,59907,0,10240,53504,55553,0,30720,22528,14592,12545,30720,0,0
eg0060v1|60|1|17|6|50|45056,24832,33025,33282,47876,33800,25872,25873,39945,25874,29445,25610,48139,25878,27927,35331,27398,25351,0,57344,57600,6656,58112,50176,50177,64257,50178,53761,49922,6915,50182,52231,59649,51714,49667,57344,6400,57856,49920,49921,64001,49922,53505,49666,6659,49926,51975,10240,61696,53760,53761,2305,53762,57344,49408,49409,0,0,18432,4352,0,61440,57600,14593,57858,59907,0,10240,53504,55553,0,30720,22528,14592,12545,30720,0
eg0061v0|61|0|19|6|54|49152,57600,35328,43521,35586,41731,48134,34060,33799,39426,45828,39944,34064,36113,54021,37898,34068,34069,50187,34070,40960,18688,26881,18946,25091,31494,17420,17159,22786,29188,23304,17424,19473,37381,21258,17428,17429,33547,17430,30720,22528,14592,20737,27138,13060,12803,30720,57344,63744,49664,49409,18432,4352,0,0,26624,33024,27136,21248,23297,41217,25090,21252,21253,37379,21254,53248,47360,41472,43521,26624,20736,22785,0,30720,45056,28928,25088,25089,41217,25090,61440,57600,57601,0,0,49152,33024,0
eg0062v0|62|0|17|6|61|26624,33024,43520,29440,21504,27649,21762,21763,21249,28929,35330,25348,35848,21776,23561,31235,23302,23303,53248,63744,49664,41728,47873,41986,41987,41473,10240,61696,53760,59905,54018,54019,53505,57344,49408,55553,49666,49667,0,26624,20736,20737,0,0,0,57344,63744,53760,64256,50176,51969,59649,51714,51715,18432,8448,18944,4864,6657,61440,6400,57856,59649,18432,4352,0,30720,22528,14592,14593,30720,30720
eg0062v1|62|1|18|7|62|61440,4352,14848,768,58368,64513,58626,58627,58113,4353,514,6916,62472,7440,58912,60689,2821,60426,60427,53248,63744,49664,41728,47873,41986,41987,41473,10240,61696,53760,59905,54018,54019,53505,57344,49408,55553,49666,49667,0,26624,20736,20737,0,0,0,53248,49408,55808,45824,56320,42240,44033,51713,43778,43779,57344,63744,53760,64256,50176,51969,59649,51714,51715,18432,8448,18944,4864,6657,61440,6400,57856,59649,18432,4352,0,30720,22528,14592,14593,30720,30720
eg0062v2|62|2|18|7|62|61440,4352,512,6912,62464,7424,58880,60673,2817,60418,60419,4353,14850,772,58376,64521,58642,58643,58117,53248,49408,55808,45824,56320,42240,44033,51713,43778,43779,57344,63744,53760,64256,50176,51969,59649,51714,51715,18432,8448,18944,4864,6657,61440,6400,57856,59649,18432,4352,0,30720,22528,14592,14593,30720,30720,53248,63744,49664,41728,47873,41986,41987,41473,10240,61696,53760,59905,54018,54019,53505,57344,49408,55553,49666,49667,0,26624,20736,20737,0,0,0
eg0065v0|65|0|4|3|30|22528,26880,12800,12545,18432,4352,0,0
eg0065v1|65|1|5|3|24|57344,63744,49664,59649,51714,49667,18432,4352,0,22528,14592,12545,30720,0
eg0065v2|65|2|5|3|24|57344,59648,51712,49665,63745,49666,22528,14592,12545,30720,0,18432,4352,0
eg0066v0|66|0|10|5|33|61440,6400,14848,58112,58113,257,57858,2563,60166,11015,58382,18432,26880,4608,4609,10240,53504,53505,0,0,57344,49408,59649,51714,2563,49926,0,22528,14592,30977,12802,30720,14336,61696,0
eg0066v1|66|1|10|5|33|61440,256,57856,2561,60162,11011,58374,6401,14850,58116,58117,57344,49408,59649,51714,2563,49926,0,22528,14592,30977,12802,30720,14336,61696,0,18432,26880,4608,4609,10240,53504,53505,0,0
eg0066v2|66|2|9|4|29|40960,16640,26881,18946,35331,17158,30978,39428,17160,17161,0,22528,14592,30977,12802,30720,14336,61696,0,18432,26880,4608,4609,10240,53504,53505,0,0
eg0068v0|68|0|9|5|29|49152,53504,51712,45824,35840,39425,47874,35844,33539,45056,43264,37376,27392,30977,39426,27396,25091,14336,8448,64000,53248,43264,30720,26624,35072,23040,20737,18432,6400,30720,0
eg0069v0|69|0|9|6|29|10240,61696,57856,2816,7168,54528,56065,53761,53505,57344,53504,64000,2816,50176,51713,49409,61440,6400,10752,58112,59649,18432,22784,4608,14336,61696,0,30720,0,0
eg0069v1|69|1|9|6|29|10240,53504,61697,57858,2820,7176,54544,56069,53763,0,57344,53504,64000,2816,50176,51713,49409,61440,6400,10752,58112,59649,18432,22784,4608,14336,61696,0,30720,0
eg0070v0|70|0|22|7|72|22528,20736,20992,13056,31489,15362,23041,15106,15107,16641,35330,13060,25349,21514,13588,23829,15914,13867,27139,37638,15384,13337,29722,15668,57344,57600,49664,2561,51970,59649,51714,51715,57344,49408,2305,51714,0,14336,63744,30720,22528,14592,14593,30720,30720,61440,14592,57856,4609,770,58372,3077,60682,58635,6401,16898,60168,58121,8970,60436,10240,53504,257,61954,54020,64261,56330,54283,0,53248,49408,41472,51713,43778,41731,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,18432,28928,6656,4609,20994,6916,40960,18688,16641,33026,18948,30720,0,49152,35072,30720
eg0070v1|70|1|23|8|66|57344,57600,57856,49920,2817,52226,59905,51970,51971,59649,51714,53763,6918,50188,62477,58650,50740,60981,53098,51051,64263,9230,52536,50489,1338,52852,57344,57600,49664,2561,51970,59649,51714,51715,57344,49408,2305,51714,0,14336,63744,30720,22528,14592,14593,30720,30720,22528,14592,16641,35330,13060,25349,21514,13588,23829,15914,13867,27139,37638,15384,13337,29722,15668,30720,61440,14592,57856,4609,770,58372,3077,60682,58635,6401,16898,60168,58121,8970,60436,10240,53504,257,61954,54020,64261,56330,54283,0,53248,49408,41472,51713,43778,41731,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,18432,28928,6656,4609,20994,6916,40960,18688,16641,33026,18948,30720,0,49152,35072,30720
eg0070v2|70|2|23|8|66|57344,59648,51712,53761,6914,50180,62469,58634,50708,60949,53034,50987,64259,9222,52504,50457,1306,52788,57601,57858,49924,2821,52234,59907,51974,51975,22528,14592,16641,35330,13060,25349,21514,13588,23829,15914,13867,27139,37638,15384,13337,29722,15668,30720,61440,14592,57856,4609,770,58372,3077,60682,58635,6401,16898,60168,58121,8970,60436,10240,53504,257,61954,54020,64261,56330,54283,0,53248,49408,41472,51713,43778,41731,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,18432,28928,6656,4609,20994,6916,40960,18688,16641,33026,18948,30720,0,49152,35072,30720,57344,57600,49664,2561,51970,59649,51714,51715,57344,49408,2305,51714,0,14336,63744,30720,22528,14592,14593,30720,30720
eg0071v0|71|0|15|6|42|22528,37120,20992,29440,13312,23297,15362,35843,15622,13575,12801,35330,25348,13320,15109,12545,40960,24832,33280,17152,27137,19202,39683,19462,17415,16641,39170,29188,17160,18949,57344,256,49664,59649,51714,6659,51974,49927,49152,33024,0,22528,14592,35073,14850,12803,30720,10240,55552,53505,30720,0,0,10240,256,53760,55553,53248,41216,0,30720,0
eg0071v1|71|1|16|6|36|57344,8448,57856,768,50176,60161,52226,7171,52486,50439,49665,6658,62212,50184,51973,59649,51714,49667,40960,24832,33280,17152,27137,19202,39683,19462,17415,16641,39170,29188,17160,18949,57344,256,49664,59649,51714,6659,51974,49927,49152,33024,0,22528,14592,35073,14850,12803,30720,10240,55552,53505,30720,0,0,10240,256,53760,55553,53248,41216,0,30720,22528,14592,12545,30720,0
eg0071v2|71|2|16|6|36|57344,59648,51712,49665,8449,57860,776,50192,60169,52242,7187,52518,50471,49669,6662,62220,50200,51981,22528,14592,12545,30720,0,40960,24832,33280,17152,27137,19202,39683,19462,17415,16641,39170,29188,17160,18949,57344,256,49664,59649,51714,6659,51974,49927,49152,33024,0,22528,14592,35073,14850,12803,30720,10240,55552,53505,30720,0,0,10240,256,53760,55553,53248,41216,0,30720
eg0071v3|71|3|20|7|49|61440,256,2560,60160,58113,513,770,9220,58632,3077,60682,15627,60950,58903,58115,257,2562,60164,58117,14851,4870,58380,60167,57344,59648,51712,49665,57601,57858,772,50184,60165,52234,7179,52502,50455,49667,22528,14592,12545,30720,0,57344,57600,512,49920,59905,51970,6915,52230,50183,49409,57344,256,49664,59649,51714,6659,51974,49927,49152,33024,0,22528,14592,35073,14850,12803,30720,10240,55552,53505,30720,0,0,57344,59648,51712,49665,6401,61954,49924,51715,22528,14592,12545,30720,0,10240,256,53760,55553,53248,41216,0,30720
eg0071v4|71|4|20|7|49|61440,256,2560,60160,58113,14849,4866,58372,60163,257,2562,60164,58117,515,774,9228,58648,3085,60698,15643,60982,58935,58119,57344,59648,51712,49665,6401,61954,49924,51715,22528,14592,12545,30720,0,10240,256,53760,55553,53248,41216,0,30720,57344,59648,51712,49665,57601,57858,772,50184,60165,52234,7179,52502,50455,49667,22528,14592,12545,30720,0,57344,57600,512,49920,59905,51970,6915,52230,50183,49409,57344,256,49664,59649,51714,6659,51974,49927,49152,33024,0,22528,14592,35073,14850,12803,30720,10240,55552,53505,30720,0,0
eg0072v0|72|0|17|6|48|22528,14592,33025,20994,29444,21512,13584,15633,25349,19466,13588,15637,20995,13062,29447,31758,13596,30720,45056,33024,41472,33536,25600,27649,37377,31490,25604,27653,33025,25090,41475,43782,25612,57344,256,57856,49920,51969,61697,55810,49924,51973,49152,41216,33280,35329,57344,49408,51457,0,30720,53248,47360,41472,43521,26624,20736,22785,0,30720,57344,49408,257,2562,49924,0,49152,51456,33280,14336,61696,0
eg0072v1|72|1|18|7|42|57344,51456,59649,51714,4611,58118,1036,58648,50736,52785,62477,56602,50740,52789,58119,50190,1039,3358,50748,30720,22528,14592,33025,20994,29444,21512,13584,15633,25349,19466,13588,15637,20995,13062,29447,31758,13596,30720,45056,33024,41472,33536,25600,27649,37377,31490,25604,27653,33025,25090,41475,43782,25612,57344,256,57856,49920,51969,61697,55810,49924,51973,49152,41216,33280,35329,57344,49408,51457,0,30720,53248,47360,41472,43521,26624,20736,22785,0,30720,57344,49408,257,2562,49924,0,49152,51456,33280,14336,61696,0
eg0072v2|72|2|18|7|42|57344,59648,51712,4609,58114,1028,58632,50704,52753,62469,56586,50708,52757,58115,50182,1031,3342,50716,51457,22528,14592,33025,20994,29444,21512,13584,15633,25349,19466,13588,15637,20995,13062,29447,31758,13596,30720,45056,33024,41472,33536,25600,27649,37377,31490,25604,27653,33025,25090,41475,43782,25612,57344,256,57856,49920,51969,61697,55810,49924,51973,49152,41216,33280,35329,57344,49408,51457,0,30720,53248,47360,41472,43521,26624,20736,22785,0,30720,57344,49408,257,2562,49924,0,49152,51456,33280,14336,61696,0,30720
eg0073v0|73|0|15|6|53|61440,16640,59904,2561,60162,58115,4610,58116,63745,6658,11012,15368,58640,58641,6659,58118,40960,18688,26881,18946,16899,28930,16900,30720,22528,14592,12545,30720,0,53248,41216,0,26624,35072,39424,43776,21504,21505,35073,20994,18432,22784,27136,4864,4865,14336,18688,61952,61953,10240,53504,53505,0,0,18432,4352,0
eg0073v1|73|1|15|6|53|61440,63744,6656,11008,15360,58624,58625,6657,58114,16641,59908,2565,60170,58123,4614,58124,26624,35072,39424,43776,21504,21505,35073,20994,18432,22784,27136,4864,4865,14336,18688,61952,61953,10240,53504,53505,0,0,18432,4352,0,40960,18688,26881,18946,16899,28930,16900,30720,22528,14592,12545,30720,0,53248,41216,0
eg0075v0|75|0|3|3|8|49152,49408,33280,49152,33024,0
eg0076v0|76|0|28|7|64|57344,61696,49664,57601,53762,54020,54280,50448,50449,62473,50450,51973,4611,58118,58380,50456,60697,52786,52787,60429,52506,58651,50742,52791,4871,58382,50460,60701,52794,50747,50191,53248,41216,0,57344,53504,53760,54016,50176,50177,62209,50178,51713,4353,57858,58116,50184,60425,52498,52499,60165,52234,58379,50454,52503,4611,58118,50188,60429,52506,50459,49927,61440,61696,61952,58112,58113,4609,58114,59649,61440,61696,57856,57857,4353,57858,61440,57600,57601,0,0,53248,41216,0,30720,45056,33024,33280,25344,35585,27650,27651,35329,27394,33539,25606,27655,45313,33282,25348,35589,27658,25611,25091,57344,57600,49664,59905,51970,51971,59649,51714,57859,49926,51975,57344,49408,59649,51714,51715,0,22528,14592,14593,30720,30720,22528,14592,20737,12802,14851,30720,57344,49408,51457,0,30720,45056,33024,25088,35329,27394,25347,24833,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,0
eg0076v1|76|1|28|7|64|57344,57600,53760,54016,54272,50432,50433,62465,50434,51969,4609,58114,58372,50440,60681,52754,52755,60421,52490,58635,50710,52759,4867,58374,50444,60685,52762,50715,50183,61697,49666,57344,53504,53760,54016,50176,50177,62209,50178,51713,4353,57858,58116,50184,60425,52498,52499,60165,52234,58379,50454,52503,4611,58118,50188,60429,52506,50459,49927,61440,61696,61952,58112,58113,4609,58114,59649,61440,61696,57856,57857,4353,57858,61440,57600,57601,0,0,53248,41216,0,30720,45056,33024,33280,25344,35585,27650,27651,35329,27394,33539,25606,27655,45313,33282,25348,35589,27658,25611,25091,57344,57600,49664,59905,51970,51971,59649,51714,57859,49926,51975,57344,49408,59649,51714,51715,0,22528,14592,14593,30720,30720,22528,14592,20737,12802,14851,30720,57344,49408,51457,0,30720,45056,33024,25088,35329,27394,25347,24833,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,0,53248,41216,0
eg0076v2|76|2|48|8|115|61440,256,4608,58112,513,13058,1028,1288,58896,3601,61218,61219,3337,60946,1555,59174,61223,13317,1290,58900,3605,61226,59179,58635,62211,62470,58636,58637,5127,58638,257,4610,58116,515,13062,1036,1304,58928,3633,61282,61283,3353,60978,1587,59238,61287,13325,1306,58932,3637,61290,59243,58651,60167,57344,61696,49664,57601,4610,58116,58376,50448,60689,52770,52771,60425,52498,58643,50726,52775,4869,58378,50452,60693,52778,50731,50187,53763,54022,50188,50189,62215,50190,53248,41216,0,57344,4352,57856,58112,50176,60417,52482,52483,60161,52226,58371,50438,52487,4609,58114,50180,60421,52490,50443,49923,53505,53762,49924,49925,61955,49926,45056,33024,33280,25344,35585,27650,27651,35329,27394,33539,25606,27655,45313,33282,25348,35589,27658,25611,25091,57344,57600,49664,59905,51970,51971,59649,51714,57859,49926,51975,57344,49408,59649,51714,51715,0,22528,14592,14593,30720,30720,22528,14592,20737,12802,14851,30720,57344,49408,51457,0,30720,45056,33024,25088,35329,27394,25347,24833,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,0,61440,61696,57856,57857,4353,57858,61440,57600,57601,0,0,53248,41216,0,57344,61696,49664,57601,4610,58116,58376,50448,60689,52770,52771,60425,52498,58643,50726,52775,4869,58378,50452,60693,52778,50731,50187,51715,53248,41216,0,57344,4352,57856,58112,50176,60417,52482,52483,60161,52226,58371,50438,52487,4609,58114,50180,60421,52490,50443,49923,51457,45056,33024,33280,25344,35585,27650,27651,35329,27394,33539,25606,27655,45313,33282,25348,35589,27658,25611,25091,57344,57600,49664,59905,51970,51971,59649,51714,57859,49926,51975,57344,49408,59649,51714,51715,0,22528,14592,14593,30720,30720,22528,14592,20737,12802,14851,30720,57344,49408,51457,0,30720,45056,33024,25088,35329,27394,25347,24833,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,0,30720
eg0076v3|76|3|48|8|115|61440,256,4608,58112,513,13058,1028,1288,58896,3601,61218,61219,3337,60946,1555,59174,61223,13317,1290,58900,3605,61226,59179,58635,60163,257,4610,58116,515,13062,1036,1304,58928,3633,61282,61283,3353,60978,1587,59238,61287,13325,1306,58932,3637,61290,59243,58651,62215,62478,58652,58653,5135,58654,57344,61696,49664,57601,4610,58116,58376,50448,60689,52770,52771,60425,52498,58643,50726,52775,4869,58378,50452,60693,52778,50731,50187,51715,53248,41216,0,57344,4352,57856,58112,50176,60417,52482,52483,60161,52226,58371,50438,52487,4609,58114,50180,60421,52490,50443,49923,51457,45056,33024,33280,25344,35585,27650,27651,35329,27394,33539,25606,27655,45313,33282,25348,35589,27658,25611,25091,57344,57600,49664,59905,51970,51971,59649,51714,57859,49926,51975,57344,49408,59649,51714,51715,0,22528,14592,14593,30720,30720,22528,14592,20737,12802,14851,30720,57344,49408,51457,0,30720,45056,33024,25088,35329,27394,25347,24833,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,0,30720,57344,61696,49664,57601,4610,58116,58376,50448,60689,52770,52771,60425,52498,58643,50726,52775,4869,58378,50452,60693,52778,50731,50187,53763,54022,50188,50189,62215,50190,53248,41216,0,57344,4352,57856,58112,50176,60417,52482,52483,60161,52226,58371,50438,52487,4609,58114,50180,60421,52490,50443,49923,53505,53762,49924,49925,61955,49926,45056,33024,33280,25344,35585,27650,27651,35329,27394,33539,25606,27655,45313,33282,25348,35589,27658,25611,25091,57344,57600,49664,59905,51970,51971,59649,51714,57859,49926,51975,57344,49408,59649,51714,51715,0,22528,14592,14593,30720,30720,22528,14592,20737,12802,14851,30720,57344,49408,51457,0,30720,45056,33024,25088,35329,27394,25347,24833,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,0,61440,61696,57856,57857,4353,57858,61440,57600,57601,0,0,53248,41216,0
eg0076v4|76|4|47|8|111|40960,28928,16896,24833,37378,25348,25608,17680,27921,20002,20003,27657,19730,25875,17958,20007,37637,25610,17684,27925,20010,17963,17419,20995,21254,17420,17421,29447,17422,24834,29188,17160,25093,37642,25620,25896,18000,28241,20386,20387,27945,20050,26195,18342,20391,37909,25898,18004,28245,20394,18347,17707,19211,53248,41216,0,57344,4352,57856,58112,50176,60417,52482,52483,60161,52226,58371,50438,52487,4609,58114,50180,60421,52490,50443,49923,53505,53762,49924,49925,61955,49926,45056,33024,33280,25344,35585,27650,27651,35329,27394,33539,25606,27655,45313,33282,25348,35589,27658,25611,25091,57344,57600,49664,59905,51970,51971,59649,51714,57859,49926,51975,57344,49408,59649,51714,51715,0,22528,14592,14593,30720,30720,22528,14592,20737,12802,14851,30720,57344,49408,51457,0,30720,45056,33024,25088,35329,27394,25347,24833,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,0,61440,61696,57856,57857,4353,57858,61440,57600,57601,0,0,53248,41216,0,57344,61696,49664,57601,4610,58116,58376,50448,60689,52770,52771,60425,52498,58643,50726,52775,4869,58378,50452,60693,52778,50731,50187,51715,53248,41216,0,57344,4352,57856,58112,50176,60417,52482,52483,60161,52226,58371,50438,52487,4609,58114,50180,60421,52490,50443,49923,51457,45056,33024,33280,25344,35585,27650,27651,35329,27394,33539,25606,27655,45313,33282,25348,35589,27658,25611,25091,57344,57600,49664,59905,51970,51971,59649,51714,57859,49926,51975,57344,49408,59649,51714,51715,0,22528,14592,14593,30720,30720,22528,14592,20737,12802,14851,30720,57344,49408,51457,0,30720,45056,33024,25088,35329,27394,25347,24833,57344,49408,59649,51714,49667,0,22528,14592,12545,30720,0,0,30720
eg0079v0|79|0|17|6|50|57344,63744,57856,51968,49921,57601,6658,51972,4869,7178,52500,52501,7179,52502,50455,59907,51974,49927,18432,12544,6656,4609,57344,51456,49409,30720,0,57344,6400,51712,4609,6914,52228,52229,6915,52230,50183,59649,51714,49667,10240,55552,8449,10754,56068,56069,10755,56070,54023,30720,45056,47360,27136,27137,47361,27138,25091,10240,55552,55553,30720,30720,10240,55552,53505,30720,0,22528,14592,12545,30720,0
eg0079v1|79|1|17|6|50|57344,57600,6656,51968,4865,7170,52484,52485,7171,52486,50439,59905,51970,49923,63745,57858,51972,49925,57344,6400,51712,4609,6914,52228,52229,6915,52230,50183,59649,51714,49667,10240,55552,8449,10754,56068,56069,10755,56070,54023,30720,45056,47360,27136,27137,47361,27138,25091,10240,55552,55553,30720,30720,10240,55552,53505,30720,0,22528,14592,12545,30720,0,18432,12544,6656,4609,57344,51456,49409,30720,0
eg0080v0|80|0|11|7|37|14336,16640,16896,13056,5120,62720,7425,65026,65027,11009,64514,64001,45056,45312,41472,33536,25600,35841,27906,27907,39425,27394,26881,45056,41216,33280,25344,35585,27650,27651,39169,27138,49152,41216,33280,43521,35586,35587,57344,49408,59649,51714,51715,0,22528,14592,14593,30720,30720,18432,6400,30720,30720
eg0082v0|82|0|24|6|73|10240,57600,59904,56064,60161,54274,11267,54534,56583,10753,62210,58372,54536,54537,3077,56586,62211,11270,54540,54541,3079,56590,6401,53762,61440,63744,59904,64001,58114,15107,58374,60423,14593,514,62212,58376,58377,6917,60426,515,15110,58380,58381,6919,60430,26624,22784,26881,20994,43523,21254,23303,30720,26624,20736,43265,20994,23043,0,10240,53504,55553,0,30720,10240,61696,57856,54016,54017,2561,56066,61697,10754,54020,54021,2563,56070,57344,53504,49664,49665,63745,51714,61440,57600,57601,0,0,18432,6400,30720,57344,6400,49664,49665,63745,51714,10240,53504,53505,0,0,18432,6400,30720,14336,61696,0
eg0082v1|82|1|24|6|73|10240,6400,53760,57601,59906,56068,60165,54282,11275,54550,56599,10755,62214,58380,54552,54553,3085,56602,62215,11278,54556,54557,3087,56606,14336,61696,0,61440,63744,59904,64001,58114,15107,58374,60423,14593,514,62212,58376,58377,6917,60426,515,15110,58380,58381,6919,60430,26624,22784,26881,20994,43523,21254,23303,30720,26624,20736,43265,20994,23043,0,10240,53504,55553,0,30720,10240,61696,57856,54016,54017,2561,56066,61697,10754,54020,54021,2563,56070,57344,53504,49664,49665,63745,51714,61440,57600,57601,0,0,18432,6400,30720,57344,6400,49664,49665,63745,51714,10240,53504,53505,0,0,18432,6400,30720
eg0083v0|83|0|10|6|16|49152,55552,45568,56064,52224,34048,52225,36098,45569,35586,10240,256,10752,6912,54272,6913,56322,257,55810,53248,63744,59904,41728,59905,43778,10240,6400,53760,6401,55810,14336,61696,0,14336,63744,30720,53248,43264,30720
eg0085v0|85|0|3|2|15|22528,14592,14593,30720,30720
eg0085v1|85|1|4|3|9|57344,51456,59649,51714,51715,30720,22528,14592,14593,30720,30720
eg0085v2|85|2|4|3|9|57344,59648,51712,51713,51457,22528,14592,14593,30720,30720,30720
eg0086v0|86|0|3|2|4|61440,59648,57601,30720,0
eg0086v1|86|1|3|2|4|61440,57600,59649,0,30720
eg0087v0|87|0|7|4|29|57344,256,512,51968,61697,64002,49924,49152,49408,35328,49152,35072,30720,53248,55552,41472,18432,4352,0
eg0087v1|87|1|7|4|29|57344,61696,64000,49920,257,514,51972,53248,55552,41472,18432,4352,0,49152,49408,35328,49152,35072,30720
eg0091v0|91|0|25|6|63|26624,45312,39424,21248,20993,45570,43784,21520,21521,31497,23570,21523,27402,21524,25621,21802,21803,26881,23042,37379,27398,35852,21784,29709,23834,21787,40960,35072,16896,16641,41218,39432,17168,17169,27145,19218,17171,23050,17172,21269,17450,17451,14336,61696,0,0,40960,39168,16896,16897,26881,18946,16899,22786,16900,20997,17162,17163,10240,53504,53505,0,0,22528,14592,12545,30720,0,26624,20736,24833,20994,20995,0,61440,57600,57601,0,0,26624,22784,37121,27138,35588,21512,29445,23562,21515,30720,49152,39168,47616,33536,41473,35586,33539,26624,35072,20992,28929,23042,20995,18432,4352,0,57344,51456,49409,30720,0
eg0091v1|91|1|26|7|64|61440,16640,10752,58112,57857,16898,15112,58384,58385,2825,60434,58387,64266,58388,62485,58666,58667,4353,64002,60164,8965,64522,7444,58920,1301,60970,58923,40960,35072,16896,16641,41218,39432,17168,17169,27145,19218,17171,23050,17172,21269,17450,17451,14336,61696,0,0,40960,39168,16896,16897,26881,18946,16899,22786,16900,20997,17162,17163,10240,53504,53505,0,0,22528,14592,12545,30720,0,26624,20736,24833,20994,20995,0,61440,57600,57601,0,0,53248,47360,43520,57857,47874,56324,42248,50181,44298,42251,26624,22784,37121,27138,35588,21512,29445,23562,21515,30720,49152,39168,47616,33536,41473,35586,33539,26624,35072,20992,28929,23042,20995,18432,4352,0,57344,51456,49409,30720,0
